intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,lineage
1356000,0.01924332302103142,0.32175456389452334,0.018008685039593565,0.017064979187468392,1.037037037037037,1.0,0.23361897284977007,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_004745075.1 Brevibacterium sp. S111 strain=S111, ASM474507v1",3c41caea215bbb8561eb3f1ff5a3c59d,0.3438133874239351,1269000,10,13685000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8973084898994116,0.9661458003649119,0.9317271451321618,0.9661458003649119,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. S111
1250000,0.017739051457440466,0.5224318658280922,0.017682286492776658,0.016507384882710686,1.021669341894061,1.0,0.15101297279550657,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_019117025.1 Candidatus Microbacterium stercoravium, ASM1911702v1",9b0609d07a3f56e3c19da664f1809ef9,0.5241090146750524,1246000,11,12439000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8949555481027606,0.9793751601436633,0.9371653541232119,0.9793751601436633,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Candidatus Microbacterium stercoravium
824000,0.011693582720744757,0.0692088022845624,0.011693582720744757,0.010814736050416898,1.0121359223300972,1.0,0.10949265600621322,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-fungi-k31.zip,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.0692088022845624,824000,12,11615000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8830052989991967,0.9174572764781836,0.9002312877386902,0.9174572764781836,False,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii;Debaryomyces hansenii CBS767
3422000,0.048562427269889026,0.18084870028882472,0.011551670309085233,0.013563805645966518,1.285012285012285,1.0,0.6480713684622839,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_004745495.1 Brevibacterium aurantiacum strain=L261, ASM474549v1",778a4bba920235eef43054ba12c7e9c3,0.7602754943345923,814000,13,10801000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9245069368222233,0.9911978574065714,0.9578523971143973,0.9911978574065714,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
507000,0.007194959271137853,0.17512161223071576,0.0071523855476399965,0.0066003604912016805,1.0099206349206349,1.0,0.2224966417857719,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003971195.1 Flaviflexus sp. H23T48 strain=H23T48, ASM397119v1",2d1177d91597586558b77dd1a410b121,0.17616400277970812,504000,14,10297000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.86927955021855,0.9455287690605296,0.9074041596395398,0.9455287690605296,False,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Flaviflexus;Flaviflexus ciconiae
2684000,0.03808929128941617,0.10395247886680374,0.0064570147305083305,0.006211341208812583,1.0527472527472528,1.0,0.3204874924581658,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900163615.1 Corynebacterium xerosis strain=B Mi 98.15, ASM90016361v1",116a6f9fcbf3b20cf1c5952c632b8b16,0.6132053918208819,455000,15,9842000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9172907818749779,0.9843478102522888,0.9508192960636334,0.9843478102522888,False,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis
3543000,0.05027956745096926,0.10528869480834546,0.006158998666023331,0.007274660580676115,1.292626728110599,1.0,0.6292347878747513,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335365.1 Brevibacterium aurantiacum strain=876_7, ASM333536v1",a7128dae49db25b116ab6d0562568548,0.8595342066957787,434000,16,9408000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9255438200523257,0.995129170294815,0.9603364951735703,0.995129170294815,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
478000,0.006783413277325235,0.17811069496462756,0.006073851219027616,0.0056926488322937875,1.0257009345794392,1.0,0.19763372214773386,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897375.1 Marinilactibacillus psychrotolerans strain=FME56, ASM1489737v1",d75e7b00b297d2989906ecac18f1e289,0.19891801914273824,428000,17,8980000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8676294795419112,0.9492412109879732,0.9084353452649422,0.9492412109879732,False,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus;Marinilactibacillus psychrotolerans
528000,0.007492975335622854,0.13138440860215053,0.0055487752958873785,0.0056926488322937875,1.1227621483375958,1.0,0.7704707049002261,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000422745.1 Microbacterium gubbeenense DSM 15944 strain=DSM 15944, ASM42274v1",71ff61533e9b0bef303fd06e434b9c67,0.1774193548387097,391000,18,8589000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8704183585549728,0.9457453739908824,0.9080818662729276,0.9457453739908824,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium gubbeenense;Microbacterium gubbeenense DSM 15944
3557000,0.050478244827292594,0.09395484340859432,0.005492010331223569,0.0056926488322937875,1.1343669250645996,1.0,0.40986832163097375,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335305.1 Brachybacterium alimentarium strain=900_8, ASM333530v1",26d326b02f007028de143588e79bb644,0.8635591162903618,387000,19,8202000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9256615706612508,0.9952791486560022,0.9604703596586265,0.9952791486560022,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium alimentarium
2428000,0.03445633355093237,0.11099899091826437,0.004683109584764283,0.005148021836949052,1.2030303030303031,1.0,0.7454853405809669,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_001747815.1 Staphylococcus equorum strain=947_12, ASM174781v1",a83fba77e90466c05a72db2c486456ed,0.8166834846955937,330000,20,7872000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9143294579001772,0.9934889131107751,0.9539091855054762,0.9934889131107751,False,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus equorum
3436000,0.04876110464621236,0.06796349663784822,0.004016121249964522,0.004862741029863713,1.325088339222615,1.0,0.9586722870896172,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332225.1 Brevibacterium aurantiacum strain=JB5, ASM233222v1",aea300f60ac824c5884906cd1dc8d3b1,0.8251681075888568,283000,21,7589000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9246287062411593,0.9938202015177591,0.9592244538794592,0.9938202015177591,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
727000,0.010317032327647377,0.052608311229000886,0.003377515397496665,0.0035400754697407833,1.1470588235294117,1.0,0.43892985397197537,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897515.1 Brevibacterium sp. FME17 strain=FME17, ASM1489751v1",4d9a963be3a0800b9350fe5813b1aedd,0.16069849690539345,238000,22,7351000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.879445038963907,0.9427303261821384,0.9110876825730228,0.9427303261821384,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. FME17
3048000,0.043254903073822834,0.05294262496921941,0.0030511168506797606,0.0031380888779387163,1.1255813953488372,1.0,0.794192005153172,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332365.1 Brevibacterium aurantiacum strain=738_8, ASM233236v1",c30a7700eb84b7fa65140aff3397eb8d,0.7505540507264221,215000,23,7136000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9210616946935128,0.9907864616573143,0.9559240781754136,0.9907864616573143,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
310000,0.004399284761445236,0.05454056958624395,0.002880821956688332,0.0027231349767236797,1.0344827586206897,1.0,0.18246560765962694,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002407185.1 Brachybacterium vulturis strain=VM2412, ASM240718v1",85ae2aefcc6b86b127d63cbbd50492c6,0.08328855454056959,203000,24,6933000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8555938376972693,0.922954245318669,0.8892740415079692,0.922954245318669,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium vulturis
203000,0.002880821956688332,0.03877159309021113,0.0028666307155223794,0.0033585331379592047,1.2821782178217822,1.0,1.114521256685912,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_006542315.2 Halomonas titanicae strain=ANRCS81, ASM654231v2",e003e14d469a4dfae07566a5a2ef65a1,0.038963531669865645,202000,25,6731000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8439884391823057,0.9006112444635321,0.8722998418229189,0.9006112444635321,False,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas titanicae
165000,0.0023415547923821417,0.045242665204277485,0.0023415547923821417,0.003099186949699807,1.4484848484848485,1.0,1.600780342306803,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.045242665204277485,165000,26,6566000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8383645033461659,0.904962506826369,0.8716635050862674,0.904962506826369,False,Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sp. FME13
2491000,0.035350381744387364,0.050130208333333336,0.0021854511395566654,0.002567527263768041,1.2857142857142858,1.0,1.1322560269546544,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000234765.2 Corynebacterium casei UCMA 3821 strain=UCMA 3821, ASM23476v1",ca3f5724aa415185c915171052903267,0.8108723958333334,154000,27,6412000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9150853119373799,0.9932600874310962,0.954172699684238,0.9932600874310962,False,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium casei;Corynebacterium casei UCMA 3821
3644000,0.05171288280873045,0.03478869950968947,0.0021144949337269037,0.0020618021966622145,1.0671140939597314,1.0,0.3207463931637186,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332305.1 Brachybacterium alimentarium strain=341_9, ASM233230v1",9fab8c7ed022d701192da4bc130db8d1,0.8508055101564324,149000,28,6263000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9263834047485495,0.9948015679152707,0.9605924863319102,0.9948015679152707,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium alimentarium
257000,0.00364714897964976,0.039509536784741145,0.0020577299690630944,0.002165540671965974,1.1517241379310346,1.0,0.428808042943719,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335195.1 Microbacterium sp. JB110 strain=JB110, ASM333519v1",96bb80d81aaee7f4a2f08d465632ecd1,0.07002724795640326,145000,29,6118000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8504345974548057,0.9178052768177497,0.8841199371362777,0.9178052768177497,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium sp. JB110
163000,0.002313172310050237,0.03378218757382471,0.0020293474867311896,0.002139606053140034,1.1538461538461537,1.0,0.532938710021193,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897805.1 Halomonas sp. 3F2F strain=3F2F, ASM1489780v1",dbb333670e4a73dd1ff6225af7059a43,0.03850696905268131,143000,30,5975000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8380347590468836,0.9002688772884895,0.8691518181676865,0.9002688772884895,False,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. 3F2F
3130000,0.04441858484943093,0.032977461447212336,0.00197258252206738,0.0021007041249011243,1.1654676258992807,1.0,0.5031858546775745,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003999295.1 Brevibacterium aurantiacum strain=SMQ-1417, ASM399929v1",fc8387b92ba4d66ae95793038ba0fa54,0.7425860023724793,139000,31,5836000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9218507990617186,0.9904454029480229,0.9561481010048707,0.9904454029480229,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
3279000,0.046533079783157835,0.0298580518844836,0.0017313314222461896,0.001724652151924997,1.0901639344262295,1.0,0.52797321033403,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332395.1 Brevibacterium aurantiacum strain=947_7, ASM233239v1",f018600f08e7878a5e6ec11248aac92a,0.802496328928047,122000,32,5714000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.923234776461673,0.992927451652292,0.9580811140569825,0.992927451652292,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
154000,0.0021854511395566654,0.029364655632674853,0.0015610365282547611,0.002126638743727064,1.490909090909091,1.0,1.4061259127989314,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014861495.1 Halomonas sp. FME1 strain=FME1, ASM1486149v1",0cc2fa66e2aad8655b5821a9ff603956,0.041110517885744796,110000,33,5604000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.836500733759634,0.9021708795975019,0.8693358066785679,0.9021708795975019,False,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. FME1
3347000,0.0474980841824426,0.02584297317253261,0.0014900803224249992,0.0016468482954471776,1.2095238095238094,1.0,0.5290645490411866,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897495.1 Brevibacterium aurantiacum strain=FME49, ASM1489749v1",5785c7a8673f1ca2afa65f51452d3893,0.82377553531873,105000,34,5499000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.9238462771813677,0.9937660542777766,0.9588061657295721,0.9937660542777766,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium aurantiacum
1389000,0.01971163397950785,0.03154100330429559,0.0014900803224249992,0.0013745347977748097,1.0095238095238095,1.0,0.09712418121129117,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900163715.1 Brevibacterium yomogidense strain=B Co 03.10, ASM90016371v1",bc675f2a1ba9552e5ecea62a034ad91f,0.4172424151396816,105000,35,5394000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8980047492367882,0.9721974243217614,0.9351010867792748,0.9721974243217614,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium yomogidense
161000,0.0022847898277183324,0.031591737545565005,0.001475889081259047,0.0017376194613379669,1.2884615384615385,1.0,0.937191763923939,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000179395.2 Corynebacterium variabile DSM 44702 strain=DSM 44702, ASM17939v2",c89cd9df3cc4e67b2a93d3482b0050f8,0.048906439854191984,104000,36,5290000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8377010758335685,0.9072385284156087,0.8724698021245886,0.9072385284156087,False,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium variabile;Corynebacterium variabile DSM 44702
102000,0.0014475065989271421,0.0030244625648628612,0.0014475065989271421,0.00132266556012293,1.0,1.0,0.0,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-fungi-k31.zip,"GCA_017657125.1 Scopulariopsis brevicaulis strain=MRI360, ASM1765712v1",d8d79dd301038304f2ca0195a8bfc03c,0.0030244625648628612,102000,37,5188000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8254574578207607,0.8293361332673088,0.8273967955440348,0.8293361332673088,False,Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis;Scopulariopsis brevicaulis
268000,0.0038032526324752363,0.028695652173913042,0.001404932875429285,0.0014004694166007494,1.0909090909090908,1.0,0.28747978728803447,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002216795.1 Brachybacterium avium strain=VR2415, ASM221679v1",2aebb3f46b24f9aaf70df3042f1ef73e,0.07768115942028986,99000,38,5089000,inputs/raw/wh_flyeass.fasta,wh,d35e9a1c,70466000,31,DNA,1000,70466,True,0.8515851322993896,0.9208814658674772,0.8862332990834334,0.9208814658674772,False,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium avium
